#{"t_start": 1738914750.2189755, "env_id": "None"}
r,l,t
-410.48059,100,5.782943
-354.239417,6,5.926382
-354.324071,6,6.045565
-381.602443,40,6.827262
-361.737196,22,7.254946
-415.080188,91,8.862151
499.672331,2,8.906927
-363.76345,29,9.379325
-353.440165,5,9.460031
-354.696441,11,9.634816
-353.310574,5,9.71444
-361.873282,29,10.188722
-364.047961,18,10.479122
-361.267399,20,10.794683
-356.775243,15,11.04126
-353.618561,9,11.187615
-353.00787,5,11.27309
-354.61626,5,11.361454
-362.568538,22,11.716193
-357.993462,10,11.882362
-386.648301,68,12.934306
-354.929534,12,13.132359
-356.862152,12,13.318579
-395.498789,94,14.892226
-351.253624,3,14.948388
-364.341578,25,15.383075
-352.609883,6,15.483231
-373.226235,24,15.875704
-427.661309,83,17.240724
-362.17226,12,17.479494
-359.127931,21,17.837337
-352.262406,3,17.891331
-365.294584,23,18.270784
-354.296826,6,18.369853
-357.697303,11,18.552898
-355.366285,6,18.650509
-360.578395,16,18.910593
-355.379425,7,19.023227
-356.45405,8,19.15507
-358.367749,12,19.349586
-351.625266,3,19.40165
-369.055359,44,20.147362
499.682378,2,20.19367
-358.086727,15,20.428063
-352.824612,8,20.559079
-355.809586,10,20.713599
-352.417886,5,20.795228
-369.195136,21,21.140923
-353.804074,9,21.291549
-365.719317,22,21.650299
-354.025543,6,21.75133
-358.126952,10,21.91389
-354.384166,6,22.012512
-351.487968,4,22.089705
-352.157077,4,22.158387
-362.250191,17,22.436953
-358.359749,10,22.593361
-363.51337,25,22.981358
-359.903176,12,23.169906
-351.969573,3,23.226343
-352.231545,5,23.309154
-351.582651,2,23.350647
-356.024544,9,23.493422
-373.94532,47,24.258605
-352.528299,4,24.329053
-359.468475,19,24.6285
-351.24911,2,24.670626
-351.282957,2,24.713415
-357.986461,9,24.857455
-360.875759,14,25.071166
-352.807743,7,25.191784
-352.34375,3,25.244235
-360.355979,23,25.599196
-361.540415,23,25.971332
-351.483677,5,26.061928
-351.181574,3,26.114968
-351.189646,3,26.178676
-357.472071,8,26.305761
-354.481527,6,26.403859
-352.212796,5,26.486924
-351.092086,2,26.532494
-353.287525,9,26.687017
-362.217851,20,27.037991
-365.398446,34,27.599328
-353.347206,9,27.752153
-358.018847,14,27.972561
-356.382508,14,28.241062
-360.156481,15,28.475784
-367.97464,35,29.046201
-369.26546,34,29.609864
-351.250867,4,29.678117
-354.538756,7,29.789828
-399.581194,121,31.71645
-372.50302,36,32.308244
-351.169859,3,32.367546
-353.776678,10,32.539826
-373.427675,27,32.978212
-357.023309,9,33.119697
-352.988802,5,33.202348
-354.998572,10,33.369302
-352.995195,5,33.491093
-356.211588,18,33.779111
-364.352935,28,34.228681
-366.612578,29,34.717184
-352.684114,5,34.798876
-353.723266,6,34.893452
-353.934949,8,35.038168
-373.762519,51,35.88238
-409.542451,106,37.596374
-359.930043,21,37.928434
-356.14618,9,38.105416
-358.199981,16,38.60201
-356.625279,9,38.742676
-351.110314,3,38.794146
-389.343603,61,39.808529
-353.082491,8,39.939021
-371.736696,35,40.491406
-422.501578,159,43.095432
-383.432062,80,44.412618
-354.109445,7,44.530668
-364.094674,21,44.889352
499.690995,2,44.937673
-382.612363,59,45.91473
-359.790978,11,46.094888
-355.832459,10,46.25588
-375.413412,26,46.68626
-355.269292,9,46.832188
-361.247748,13,47.042332
-416.997618,74,48.230512
-425.85011,102,49.891964
-361.617192,17,50.162393
-352.463523,4,50.226959
-359.392396,14,50.459382
-385.397816,46,51.206088
-359.908451,11,51.379553
-354.330624,13,51.583032
-352.291452,4,51.653121
