#{"t_start": 1742850066.2282803, "env_id": "None"}
r,l,t
-101.492707,37,0.90524
-107.203905,118,1.127773
-130.374103,708,2.364382
-118.942991,284,2.862894
-137.613029,708,4.062184
-100.738878,30,4.132172
-112.854788,368,4.793586
-170.848033,814,6.161675
-107.065513,248,6.899882
-137.311336,406,7.601177
-127.460814,327,8.153833
-152.170751,505,9.038655
8.951974,86,9.202555
-183.912809,716,10.421757
-107.263846,196,10.783901
-130.264492,686,12.081017
-131.31731,384,12.763212
-136.617702,521,13.672029
-144.435713,447,14.444897
-104.018096,80,14.602316
-100.254016,15,14.648364
-118.820672,443,15.424691
-129.828068,582,16.419878
-124.457387,293,16.93694
-113.399185,217,17.446898
-160.437093,755,18.746604
-127.278067,539,19.684967
-124.238508,268,20.1538
-132.024423,386,20.803622
-140.143393,466,21.593524
-132.975437,335,22.153684
-106.307419,149,22.420001
-134.075349,475,23.363094
-152.346089,561,24.348146
-123.768574,277,24.832665
-114.313232,381,25.499975
-204.005836,1381,27.864393
-137.899575,443,28.732319
-161.464138,860,30.204329
-158.863026,635,31.26886
-206.775507,1304,33.575082
-161.622642,879,35.095736
5.965944,207,35.477665
-141.473236,553,36.418559
-108.783905,245,36.850812
-101.69127,31,36.922027
-199.198988,864,38.352689
-138.366974,459,39.248678
-185.804846,1061,41.054736
-130.371132,467,41.858038
-111.990162,1500,44.498149
-144.278124,464,45.285984
-104.797473,106,45.48245
9.524227,35,45.574771
-136.918338,478,46.352062
-181.669457,828,47.729766
-186.123133,951,49.266949
-178.211671,836,50.73273
-192.189199,816,52.032691
-178.852289,775,53.292013
-154.122067,576,54.233249
-177.970138,903,55.824415
-158.827893,1132,57.699884
-201.135706,1084,59.413187
-185.229884,645,60.60117
-166.760441,699,61.776047
-149.170534,625,62.83471
-163.562174,740,64.072571
-181.595609,886,65.623414
-171.971319,1500,68.040605
-117.064435,182,68.339985
-209.490999,1141,70.407916
-208.949982,1149,72.366932
-108.985945,1500,74.909138
-118.485345,290,75.511163
-204.527187,1005,77.204109
-122.407896,438,77.964346
-180.810217,721,79.133431
-203.374826,1221,81.283258
-147.395292,657,82.377546
-147.072901,574,83.347902
-187.148974,940,84.917705
-235.244032,1373,87.342431
-226.296124,988,88.942585
-161.451806,621,89.974016
-139.673112,1500,92.508197
-102.219789,22,92.544304
-105.063821,1500,94.962773
-113.23683,213,95.307348
-225.912353,1241,97.435599
-206.701749,1081,99.191156
-191.318408,1121,101.010431
-151.815671,1500,103.55675
-112.400223,172,103.849184
-174.95378,848,105.219201
-168.092677,1500,107.825112
-147.030153,541,108.715642
-128.971724,431,109.464721
-115.34283,310,110.001453
-156.921348,1500,112.61843
-157.372532,794,114.001995
-152.331517,1118,115.974208
-106.501823,181,116.3018
-185.477232,1500,118.800397
-186.572278,1013,120.433354
-171.479323,1500,122.957849
-218.810478,1210,124.959862
-158.620188,745,126.210526
-166.225613,1071,128.185313
-190.554252,1122,130.058258
-160.829948,760,131.338886
-102.195248,71,131.484052
-154.008561,624,132.520683
-128.654919,537,133.555196
-145.816469,655,134.660068
-154.330512,773,135.974044
-199.458488,1173,138.031499
-146.7685,758,139.361053
-139.500477,428,140.106371
-139.735795,589,141.110396
-132.098699,582,142.091697
-120.75656,426,142.828226
-177.741408,1204,144.982784
-122.477781,270,145.488783
-117.79503,1500,148.03126
-121.36621,250,148.445899
-131.186874,457,149.339431
-131.07506,311,149.872646
-116.366699,214,150.235075
-171.373429,728,151.424896
-141.049125,382,152.074957
-121.563027,301,152.594227
-116.976003,248,153.010843
-134.927178,644,154.221006
-129.629042,316,154.755255
-123.281369,398,155.4463
-129.290891,464,156.219153
-147.562388,454,156.981389
-136.428187,426,157.698604
-130.404891,353,158.279558
-142.290195,520,159.141402
-139.342919,1500,161.723259
-178.693846,741,162.936683
-132.667623,410,163.637492
-127.440026,1500,166.287765
-163.224287,838,167.672096
-181.676174,1056,169.436324
-153.972661,817,170.962217
-124.844915,1500,173.473016
-192.875515,955,175.109054
-189.864571,953,176.711475
-183.876288,985,178.351461
-182.631638,912,179.893828
-119.966004,479,180.882907
-243.905427,1437,183.278908
-123.370519,279,183.786972
-148.157404,654,184.900642
-188.752044,1333,187.297405
-92.255228,1500,189.844518
-113.648544,1500,192.422556
-147.661284,1500,194.879895
-148.469345,779,196.268315
-91.708958,1500,198.755049
-137.566899,877,200.204339
-72.212315,1500,202.793333
-208.522234,1067,204.482762
-99.427633,1500,207.057172
-105.959484,1500,209.513502
-162.856445,1500,211.999142
-151.915413,1500,214.297754
-133.08877,1500,216.962973
-163.190838,641,218.047034
-157.957199,1500,220.468174
-160.524025,1500,223.011353
-142.769038,1500,225.499554
-159.704028,1500,228.085258
-159.780684,634,229.164958
-218.019292,1241,231.256786
-142.836621,1500,233.793704
-134.812283,1500,236.139306
-155.847779,928,237.797983
-127.668658,1500,240.28946
-135.474773,1500,242.912194
-105.741939,1500,245.439476
-112.926706,175,245.735397
-113.329859,1500,248.330578
-146.599806,1500,250.750792
-144.102796,371,251.348262
-109.239823,1500,253.956249
-88.009533,1500,256.475583
-228.990821,1323,258.772103
-101.274916,55,258.884222
-209.108354,1293,261.05221
-107.252154,202,261.405713
-101.362401,102,261.595907
